substring,family,log10_span_cost,action,note,params
4q4r4s4t4u4v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""4"",""start_letter"":""q"",""length"":6}"
4r4s4t4u4v4w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""4"",""start_letter"":""r"",""length"":6}"
4s4t4u4v4w4x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""4"",""start_letter"":""s"",""length"":6}"
4t4u4v4w4x4y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""4"",""start_letter"":""t"",""length"":6}"
4u4v4w4x4y4z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""4"",""start_letter"":""u"",""length"":6}"
5a5b5c5d5e5f,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""a"",""length"":6}"
5b5c5d5e5f5g,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""b"",""length"":6}"
5c5d5e5f5g5h,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""c"",""length"":6}"
5d5e5f5g5h5i,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""d"",""length"":6}"
5e5f5g5h5i5j,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""e"",""length"":6}"
5f5g5h5i5j5k,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""f"",""length"":6}"
5g5h5i5j5k5l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""g"",""length"":6}"
5h5i5j5k5l5m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""h"",""length"":6}"
5i5j5k5l5m5n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""i"",""length"":6}"
5j5k5l5m5n5o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""j"",""length"":6}"
5k5l5m5n5o5p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""k"",""length"":6}"
5l5m5n5o5p5q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""l"",""length"":6}"
5m5n5o5p5q5r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""m"",""length"":6}"
5n5o5p5q5r5s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""n"",""length"":6}"
5o5p5q5r5s5t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""o"",""length"":6}"
5p5q5r5s5t5u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""p"",""length"":6}"
5q5r5s5t5u5v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""q"",""length"":6}"
5r5s5t5u5v5w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""r"",""length"":6}"
5s5t5u5v5w5x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""s"",""length"":6}"
5t5u5v5w5x5y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""t"",""length"":6}"
5u5v5w5x5y5z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""5"",""start_letter"":""u"",""length"":6}"
6a6b6c6d6e6f,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""a"",""length"":6}"
6b6c6d6e6f6g,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""b"",""length"":6}"
6c6d6e6f6g6h,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""c"",""length"":6}"
6d6e6f6g6h6i,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""d"",""length"":6}"
6e6f6g6h6i6j,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""e"",""length"":6}"
6f6g6h6i6j6k,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""f"",""length"":6}"
6g6h6i6j6k6l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""g"",""length"":6}"
6h6i6j6k6l6m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""h"",""length"":6}"
6i6j6k6l6m6n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""i"",""length"":6}"
6j6k6l6m6n6o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""j"",""length"":6}"
6k6l6m6n6o6p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""k"",""length"":6}"
6l6m6n6o6p6q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""l"",""length"":6}"
6m6n6o6p6q6r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""m"",""length"":6}"
6n6o6p6q6r6s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""n"",""length"":6}"
6o6p6q6r6s6t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""o"",""length"":6}"
6p6q6r6s6t6u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""p"",""length"":6}"
6q6r6s6t6u6v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""q"",""length"":6}"
6r6s6t6u6v6w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""r"",""length"":6}"
6s6t6u6v6w6x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""s"",""length"":6}"
6t6u6v6w6x6y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""t"",""length"":6}"
6u6v6w6x6y6z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""u"",""length"":6}"
7a7b7c7d7e7f,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""a"",""length"":6}"
7b7c7d7e7f7g,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""b"",""length"":6}"
7c7d7e7f7g7h,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""c"",""length"":6}"
7d7e7f7g7h7i,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""d"",""length"":6}"
7e7f7g7h7i7j,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""e"",""length"":6}"
7f7g7h7i7j7k,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""f"",""length"":6}"
7g7h7i7j7k7l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""g"",""length"":6}"
7h7i7j7k7l7m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""h"",""length"":6}"
7i7j7k7l7m7n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""i"",""length"":6}"
7j7k7l7m7n7o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""j"",""length"":6}"
7k7l7m7n7o7p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""k"",""length"":6}"
7l7m7n7o7p7q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""l"",""length"":6}"
7m7n7o7p7q7r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""m"",""length"":6}"
7n7o7p7q7r7s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""n"",""length"":6}"
7o7p7q7r7s7t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""o"",""length"":6}"
7p7q7r7s7t7u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""p"",""length"":6}"
7q7r7s7t7u7v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""q"",""length"":6}"
7r7s7t7u7v7w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""r"",""length"":6}"
7s7t7u7v7w7x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""s"",""length"":6}"
7t7u7v7w7x7y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""t"",""length"":6}"
7u7v7w7x7y7z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""u"",""length"":6}"
8a8b8c8d8e8f,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""a"",""length"":6}"
8b8c8d8e8f8g,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""b"",""length"":6}"
8c8d8e8f8g8h,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""c"",""length"":6}"
8d8e8f8g8h8i,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""d"",""length"":6}"
8e8f8g8h8i8j,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""e"",""length"":6}"
8f8g8h8i8j8k,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""f"",""length"":6}"
8g8h8i8j8k8l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""g"",""length"":6}"
8h8i8j8k8l8m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""h"",""length"":6}"
8i8j8k8l8m8n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""i"",""length"":6}"
8j8k8l8m8n8o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""j"",""length"":6}"
8k8l8m8n8o8p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""k"",""length"":6}"
8l8m8n8o8p8q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""l"",""length"":6}"
8m8n8o8p8q8r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""m"",""length"":6}"
8n8o8p8q8r8s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""n"",""length"":6}"
8o8p8q8r8s8t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""o"",""length"":6}"
8p8q8r8s8t8u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""p"",""length"":6}"
8q8r8s8t8u8v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""q"",""length"":6}"
8r8s8t8u8v8w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""r"",""length"":6}"
8s8t8u8v8w8x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""s"",""length"":6}"
8t8u8v8w8x8y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""t"",""length"":6}"
8u8v8w8x8y8z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""u"",""length"":6}"
9a9b9c9d9e9f,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""a"",""length"":6}"
9b9c9d9e9f9g,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""b"",""length"":6}"
9c9d9e9f9g9h,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""c"",""length"":6}"
9d9e9f9g9h9i,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""d"",""length"":6}"
9e9f9g9h9i9j,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""e"",""length"":6}"
9f9g9h9i9j9k,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""f"",""length"":6}"
9g9h9i9j9k9l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""g"",""length"":6}"
9h9i9j9k9l9m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""h"",""length"":6}"
9i9j9k9l9m9n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""i"",""length"":6}"
9j9k9l9m9n9o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""j"",""length"":6}"
